,Año,Trimestre,Provincia,Mbps (Media de bajada)
65,2022,2,San Juan,14.44
66,2022,2,San Luis,19.32
67,2022,2,Santa Cruz,11.81
68,2022,2,Santa Fe,42.01
69,2022,2,Santiago Del Estero,16.34
70,2022,2,Tierra Del Fuego,10.97
71,2022,2,Tucumán,50.09
72,2022,1,Buenos Aires,62.51
73,2022,1,Capital Federal,88.22
74,2022,1,Catamarca,51.22
75,2022,1,Chaco,45.84
76,2022,1,Chubut,13.4
77,2022,1,Córdoba,49.89
78,2022,1,Corrientes,38.11
79,2022,1,Entre Ríos,35.59
80,2022,1,Formosa,30.28
81,2022,1,Jujuy,27.69
82,2022,1,La Pampa,14.84
83,2022,1,La Rioja,41.37
84,2022,1,Mendoza,26.2
85,2022,1,Misiones,41.87
86,2022,1,Neuquén,43.05
87,2022,1,Río Negro,31.09
88,2022,1,Salta,36.71
89,2022,1,San Juan,11.99
90,2022,1,San Luis,20.95
91,2022,1,Santa Cruz,10.89
92,2022,1,Santa Fe,38.89
93,2022,1,Santiago Del Estero,14.5
94,2022,1,Tierra Del Fuego,10.73
95,2022,1,Tucumán,47.24
96,2021,4,Buenos Aires,60.2091238315554
97,2021,4,Capital Federal,82.94995496542248
98,2021,4,Catamarca,46.380057758939095
99,2021,4,Chaco,42.342637514688604
100,2021,4,Chubut,9.082660638555467
101,2021,4,Córdoba,46.36090745799214
102,2021,4,Corrientes,35.772659194287044
103,2021,4,Entre Ríos,33.31712584167462
104,2021,4,Formosa,28.75764894769421
105,2021,4,Jujuy,27.144343038417077
106,2021,4,La Pampa,13.853882842854395
107,2021,4,La Rioja,39.69594513667998
108,2021,4,Mendoza,22.23158340100516
109,2021,4,Misiones,38.903349250907574
110,2021,4,Neuquén,40.092530111167584
111,2021,4,Río Negro,27.20317045489215
112,2021,4,Salta,33.940639744985226
113,2021,4,San Juan,11.052749308157779
114,2021,4,San Luis,20.90972444801464
115,2021,4,Santa Cruz,8.990650984477549
116,2021,4,Santa Fe,36.024023837275145
117,2021,4,Santiago Del Estero,13.84088684951507
118,2021,4,Tierra Del Fuego,10.696704944050465
119,2021,4,Tucumán,45.14812243339947
120,2021,3,Buenos Aires,56.25755092469591
121,2021,3,Capital Federal,77.71207106907312
122,2021,3,Catamarca,43.43333599763174
123,2021,3,Chaco,39.113135809207584
124,2021,3,Chubut,8.176860363136605
125,2021,3,Córdoba,41.92778724566202
126,2021,3,Corrientes,32.16890082785829
127,2021,3,Entre Ríos,29.60123187949277
128,2021,3,Formosa,26.689426784946654
129,2021,3,Jujuy,25.980702520297545
130,2021,3,La Pampa,12.99161507240359
131,2021,3,La Rioja,38.86795185445044
132,2021,3,Mendoza,13.365156173184467
133,2021,3,Misiones,30.87871831426499
134,2021,3,Neuquén,38.34222315428742
135,2021,3,Río Negro,25.400065197148727
136,2021,3,Salta,31.209681857038827
137,2021,3,San Juan,7.041300820394967
138,2021,3,San Luis,21.69870707116376
139,2021,3,Santa Cruz,7.692326941812981
140,2021,3,Santa Fe,33.13229624738131
141,2021,3,Santiago Del Estero,13.352723533519553
142,2021,3,Tierra Del Fuego,9.52
143,2021,3,Tucumán,42.10118530571482
144,2021,2,Buenos Aires,52.75542937003713
145,2021,2,Capital Federal,72.74675003231476
146,2021,2,Catamarca,42.18506376779111
147,2021,2,Chaco,37.396909596222066
148,2021,2,Chubut,7.67690621713348
149,2021,2,Córdoba,39.59011648994794
150,2021,2,Corrientes,30.368054802005656
151,2021,2,Entre Ríos,27.61897306203556
152,2021,2,Formosa,23.96630452806761
153,2021,2,Jujuy,25.812477856862227
154,2021,2,La Pampa,12.27922373804818
155,2021,2,La Rioja,38.534894383007746
156,2021,2,Mendoza,13.465987205003026
157,2021,2,Misiones,28.682221735396933
158,2021,2,Neuquén,36.10972145846688
159,2021,2,Río Negro,23.748446681442676
160,2021,2,Salta,29.239354220742428
161,2021,2,San Juan,6.993162601626016
162,2021,2,San Luis,21.66188998963924
163,2021,2,Santa Cruz,7.629667005202396
164,2021,2,Santa Fe,30.7018831645519
165,2021,2,Santiago Del Estero,12.718797838683303
166,2021,2,Tierra Del Fuego,8.591921426483484
167,2021,2,Tucumán,40.30992032851357
168,2021,1,Buenos Aires,50.78565608506508
169,2021,1,Capital Federal,68.29026886796898
170,2021,1,Catamarca,39.96652623965282
171,2021,1,Chaco,33.6262012999863
172,2021,1,Chubut,7.531527409144197
173,2021,1,Córdoba,36.168799328437636
174,2021,1,Corrientes,25.985171359720066
175,2021,1,Entre Ríos,23.871334373183572
176,2021,1,Formosa,20.980327506975218
177,2021,1,Jujuy,26.777362312404005
178,2021,1,La Pampa,10.728511929531797
179,2021,1,La Rioja,12.697554732181876
180,2021,1,Mendoza,12.599361245254226
181,2021,1,Misiones,25.076826126081443
182,2021,1,Neuquén,34.23850264753642
183,2021,1,Río Negro,21.923906760830956
184,2021,1,Salta,27.31884069404982
185,2021,1,San Juan,6.910089995382067
186,2021,1,San Luis,21.594379804710776
187,2021,1,Santa Cruz,7.501531847531764
188,2021,1,Santa Fe,28.130630073152936
189,2021,1,Santiago Del Estero,11.584174516498134
190,2021,1,Tierra Del Fuego,8.734752396277898
191,2021,1,Tucumán,37.97961958190828
192,2020,4,Buenos Aires,50.008380839635755
193,2020,4,Capital Federal,67.32513676879374
194,2020,4,Catamarca,37.6500877273544
195,2020,4,Chaco,32.45204676418101
196,2020,4,Chubut,7.383087626414736
197,2020,4,Córdoba,35.120601241883946
198,2020,4,Corrientes,25.446700896630592
199,2020,4,Entre Ríos,24.05327825306045
200,2020,4,Formosa,19.6983490087788
201,2020,4,Jujuy,25.20639328416149
202,2020,4,La Pampa,9.875605170860927
203,2020,4,La Rioja,12.534655980598345
204,2020,4,Mendoza,11.093171319457166
205,2020,4,Misiones,24.956617779680364
206,2020,4,Neuquén,33.90786486677393
207,2020,4,Río Negro,21.636719189849995
208,2020,4,Salta,25.322439650744734
209,2020,4,San Juan,6.412867397953183
210,2020,4,San Luis,21.252954082189127
211,2020,4,Santa Cruz,7.492108628119051
212,2020,4,Santa Fe,27.294352446215623
213,2020,4,Santiago Del Estero,11.280765527511996
214,2020,4,Tierra Del Fuego,8.486806949337868
215,2020,4,Tucumán,36.442246829152964
216,2020,3,Buenos Aires,48.37662390811511
217,2020,3,Capital Federal,63.80852025607172
218,2020,3,Catamarca,36.540436607329845
219,2020,3,Chaco,30.802726948564217
220,2020,3,Chubut,7.402074441844787
221,2020,3,Córdoba,33.51119497419789
222,2020,3,Corrientes,23.851523971242955
223,2020,3,Entre Ríos,22.432598646206184
224,2020,3,Formosa,18.282832069430402
225,2020,3,Jujuy,21.910419686869954
226,2020,3,La Pampa,10.697630905402091
227,2020,3,La Rioja,12.194703767058197
228,2020,3,Mendoza,10.18749103459563
229,2020,3,Misiones,24.141761872521517
230,2020,3,Neuquén,31.46090402703376
231,2020,3,Río Negro,21.077778703258762
232,2020,3,Salta,25.261155924027737
233,2020,3,San Juan,6.027864793582682
234,2020,3,San Luis,20.84992813378867
235,2020,3,Santa Cruz,6.649363712026633
236,2020,3,Santa Fe,25.690941341268072
237,2020,3,Santiago Del Estero,10.879017270659741
238,2020,3,Tierra Del Fuego,8.506676055475614
239,2020,3,Tucumán,34.835801698615526
240,2020,2,Buenos Aires,45.66197363212277
241,2020,2,Capital Federal,60.4844973584038
242,2020,2,Catamarca,34.92595642857143
243,2020,2,Chaco,27.952284674364286
244,2020,2,Chubut,7.605487984559083
245,2020,2,Córdoba,30.987577637139466
246,2020,2,Corrientes,22.15030606257576
247,2020,2,Entre Ríos,20.448621178442586
248,2020,2,Formosa,16.870258993114398
249,2020,2,Jujuy,15.864013631862552
250,2020,2,La Pampa,8.028862255598405
251,2020,2,La Rioja,11.669110961977259
252,2020,2,Mendoza,9.274562732094155
253,2020,2,Misiones,22.560122617583183
254,2020,2,Neuquén,29.100147623878513
255,2020,2,Río Negro,19.679596047283173
256,2020,2,Salta,22.55853618795662
257,2020,2,San Juan,6.308614963196474
258,2020,2,San Luis,21.02062693689071
259,2020,2,Santa Cruz,6.593202418178028
260,2020,2,Santa Fe,23.925791608984095
261,2020,2,Santiago Del Estero,10.411619106122004
262,2020,2,Tierra Del Fuego,8.128329395457266
263,2020,2,Tucumán,32.70453443718797
264,2020,1,Buenos Aires,45.18128807375552
265,2020,1,Capital Federal,58.70568296242247
266,2020,1,Catamarca,29.132225012939607
267,2020,1,Chaco,25.942049334121737
268,2020,1,Chubut,7.117047781865397
269,2020,1,Córdoba,29.394787835061326
270,2020,1,Corrientes,20.538999274943325
271,2020,1,Entre Ríos,19.029765335057498
272,2020,1,Formosa,15.697352607415109
273,2020,1,Jujuy,14.14492205715465
274,2020,1,La Pampa,7.291757720474826
275,2020,1,La Rioja,7.962418947150687
276,2020,1,Mendoza,8.440867710216997
277,2020,1,Misiones,22.148213068436263
278,2020,1,Neuquén,27.76828207897622
279,2020,1,Río Negro,19.06030056406124
280,2020,1,Salta,21.425047243902736
281,2020,1,San Juan,6.036984591484099
282,2020,1,San Luis,20.989379744282658
283,2020,1,Santa Cruz,6.417170627364028
284,2020,1,Santa Fe,22.42405677003625
285,2020,1,Santiago Del Estero,10.00053908049476
286,2020,1,Tierra Del Fuego,7.410865837696335
287,2020,1,Tucumán,32.24553094303289
288,2019,4,Buenos Aires,30.769694141005864
289,2019,4,Capital Federal,44.203178670085876
290,2019,4,Catamarca,24.878307670462615
291,2019,4,Chaco,23.37495080016229
292,2019,4,Chubut,6.994113523445059
293,2019,4,Córdoba,26.16228061451293
294,2019,4,Corrientes,19.255411607971407
295,2019,4,Entre Ríos,17.007580897657125
296,2019,4,Formosa,14.525629551519327
297,2019,4,Jujuy,12.959200042804211
298,2019,4,La Pampa,6.526152195693043
299,2019,4,La Rioja,8.000880364029628
300,2019,4,Mendoza,7.785200889987086
301,2019,4,Misiones,20.32034743574273
302,2019,4,Neuquén,26.01988431478295
303,2019,4,Río Negro,17.17699897385603
304,2019,4,Salta,19.08357302283381
305,2019,4,San Juan,6.040171698468491
306,2019,4,San Luis,20.690353422143115
307,2019,4,Santa Cruz,5.207925064069708
308,2019,4,Santa Fe,20.54719701980728
309,2019,4,Santiago Del Estero,9.792201844355846
310,2019,4,Tierra Del Fuego,7.27
311,2019,4,Tucumán,29.87038932431276
312,2019,3,Buenos Aires,25.679380143834067
313,2019,3,Capital Federal,38.71410056071139
314,2019,3,Catamarca,9.293407429459826
315,2019,3,Chaco,19.994668122685404
316,2019,3,Chubut,6.966323588474291
317,2019,3,Córdoba,23.193402364939846
318,2019,3,Corrientes,16.69992255090861
319,2019,3,Entre Ríos,14.69513286650061
320,2019,3,Formosa,13.22353748406198
321,2019,3,Jujuy,11.968240929924347
322,2019,3,La Pampa,5.719666464891041
323,2019,3,La Rioja,8.002375296912113
324,2019,3,Mendoza,6.10822854552147
325,2019,3,Misiones,17.931522461372833
326,2019,3,Neuquén,23.74841515996666
327,2019,3,Río Negro,15.983718503999242
328,2019,3,Salta,14.746465244455523
329,2019,3,San Juan,6.038229508650902
330,2019,3,San Luis,19.743826982349614
331,2019,3,Santa Cruz,5.017746940956451
332,2019,3,Santa Fe,18.165529686687883
333,2019,3,Santiago Del Estero,9.389413131426359
334,2019,3,Tierra Del Fuego,6.690701380143412
335,2019,3,Tucumán,19.323994794580525
336,2019,2,Buenos Aires,22.480046018557395
337,2019,2,Capital Federal,30.346259857091994
338,2019,2,Catamarca,8.81
339,2019,2,Chaco,16.01024333099657
340,2019,2,Chubut,6.054406893543786
341,2019,2,Córdoba,18.43151783191278
342,2019,2,Corrientes,13.833035083816176
343,2019,2,Entre Ríos,12.193357817950574
344,2019,2,Formosa,10.836611219480826
345,2019,2,Jujuy,12.073382280507326
346,2019,2,La Pampa,5.492288321417966
347,2019,2,La Rioja,7.894163486005089
348,2019,2,Mendoza,6.02629690452623
349,2019,2,Misiones,14.50130254739236
350,2019,2,Neuquén,17.242865250195976
351,2019,2,Río Negro,11.628050204319907
352,2019,2,Salta,12.548748750601563
353,2019,2,San Juan,6.118522013069041
354,2019,2,San Luis,19.875972848399364
355,2019,2,Santa Cruz,6.008047317560813
356,2019,2,Santa Fe,15.074549058890282
357,2019,2,Santiago Del Estero,7.103112882966522
358,2019,2,Tierra Del Fuego,6.34
359,2019,2,Tucumán,18.529317885920335
360,2019,1,Buenos Aires,19.643958224230506
361,2019,1,Capital Federal,24.715063293849774
362,2019,1,Catamarca,7.964005155271879
363,2019,1,Chaco,13.444236269077935
364,2019,1,Chubut,5.891730569196159
365,2019,1,Córdoba,15.73486422864591
366,2019,1,Corrientes,12.049695550812029
367,2019,1,Entre Ríos,10.659197328953976
368,2019,1,Formosa,9.825089957835713
369,2019,1,Jujuy,8.560464217465055
370,2019,1,La Pampa,5.057861842867403
371,2019,1,La Rioja,7.092792286992043
372,2019,1,Mendoza,5.742764175317399
373,2019,1,Misiones,12.512773459683503
374,2019,1,Neuquén,15.884653263915219
375,2019,1,Río Negro,10.488420648136287
376,2019,1,Salta,10.377100013969459
377,2019,1,San Juan,5.839263189429536
378,2019,1,San Luis,8.708555188754593
379,2019,1,Santa Cruz,5.779992970397563
380,2019,1,Santa Fe,12.986963477266004
381,2019,1,Santiago Del Estero,6.415070737969083
382,2019,1,Tierra Del Fuego,6.341101450612301
383,2019,1,Tucumán,16.573299964579572
384,2018,4,Buenos Aires,16.934363010150058
385,2018,4,Capital Federal,22.93530199223472
386,2018,4,Catamarca,8.043920202659912
387,2018,4,Chaco,13.492083570210347
388,2018,4,Chubut,6.085223903684034
389,2018,4,Córdoba,15.813667433629776
390,2018,4,Corrientes,12.138923393387724
391,2018,4,Entre Ríos,11.023282490376955
392,2018,4,Formosa,9.816893711913803
393,2018,4,Jujuy,8.562737601752614
394,2018,4,La Pampa,4.319094957943483
395,2018,4,La Rioja,7.0933821251548945
396,2018,4,Mendoza,5.746675102434321
397,2018,4,Misiones,12.495112674155788
398,2018,4,Neuquén,15.89123364607043
399,2018,4,Río Negro,10.487005565275494
400,2018,4,Salta,10.45728408913591
401,2018,4,San Juan,5.715266539357845
402,2018,4,San Luis,8.818992791900516
403,2018,4,Santa Cruz,5.1195073647728675
404,2018,4,Santa Fe,13.179234899969483
405,2018,4,Santiago Del Estero,6.309255243851745
406,2018,4,Tierra Del Fuego,7.436562008214025
407,2018,4,Tucumán,16.58323444553027
408,2018,3,Buenos Aires,16.77973513236217
409,2018,3,Capital Federal,21.643368364061413
410,2018,3,Catamarca,7.806521941530631
411,2018,3,Chaco,12.89496189060927
412,2018,3,Chubut,6.076722322942862
413,2018,3,Córdoba,14.8182495375679
414,2018,3,Corrientes,11.493228365457123
415,2018,3,Entre Ríos,10.524753506287304
416,2018,3,Formosa,9.318495441068285
417,2018,3,Jujuy,7.669872151814152
418,2018,3,La Pampa,4.283048376167659
419,2018,3,La Rioja,6.156013225626096
420,2018,3,Mendoza,5.786015677158131
421,2018,3,Misiones,12.487485758721087
422,2018,3,Neuquén,14.674244286624784
423,2018,3,Río Negro,10.06446008106754
424,2018,3,Salta,9.265848177562406
425,2018,3,San Juan,5.738204725877363
426,2018,3,San Luis,8.814987579354126
427,2018,3,Santa Cruz,5.369715716600383
428,2018,3,Santa Fe,12.357326043488575
429,2018,3,Santiago Del Estero,5.779842512369051
430,2018,3,Tierra Del Fuego,5.98788374717833
431,2018,3,Tucumán,15.255950362488306
432,2018,2,Buenos Aires,14.679375512175804
433,2018,2,Capital Federal,18.93813458927817
434,2018,2,Catamarca,7.693096507452943
435,2018,2,Chaco,12.499460181995785
436,2018,2,Chubut,5.329857730598913
437,2018,2,Córdoba,13.876809406349514
438,2018,2,Corrientes,10.87765289559918
439,2018,2,Entre Ríos,10.186702751759963
440,2018,2,Formosa,8.974986530777175
441,2018,2,Jujuy,6.289345589213642
442,2018,2,La Pampa,4.098364171057469
443,2018,2,La Rioja,5.591861584368082
444,2018,2,Mendoza,5.880529663045039
445,2018,2,Misiones,11.759657402552001
446,2018,2,Neuquén,13.365011560107956
447,2018,2,Río Negro,9.509595114373948
448,2018,2,Salta,8.928271706442677
449,2018,2,San Juan,5.845597830692315
450,2018,2,San Luis,5.9005751848808545
451,2018,2,Santa Cruz,5.1892899508557875
452,2018,2,Santa Fe,11.74888462281756
453,2018,2,Santiago Del Estero,5.9110016469983835
454,2018,2,Tierra Del Fuego,5.942745057375916
455,2018,2,Tucumán,13.506545729627103
456,2018,1,Buenos Aires,14.198889644680946
457,2018,1,Capital Federal,17.74557730418008
458,2018,1,Catamarca,8.198860528714677
459,2018,1,Chaco,12.444064678644967
460,2018,1,Chubut,5.418637938827784
461,2018,1,Córdoba,12.790571217400485
462,2018,1,Corrientes,11.118502865253635
463,2018,1,Entre Ríos,9.875239366998759
464,2018,1,Formosa,11.056815367469506
465,2018,1,Jujuy,6.741185879384532
466,2018,1,La Pampa,3.995131352064104
467,2018,1,La Rioja,5.890820604111634
468,2018,1,Mendoza,5.881626969169374
469,2018,1,Misiones,12.082189465143012
470,2018,1,Neuquén,11.96045995607415
471,2018,1,Río Negro,8.976243194361576
472,2018,1,Salta,9.1894409821995
473,2018,1,San Juan,5.850581035549749
474,2018,1,San Luis,5.89436270457927
475,2018,1,Santa Cruz,5.1892899508557875
476,2018,1,Santa Fe,11.173305005746002
477,2018,1,Santiago Del Estero,6.248210722163038
478,2018,1,Tierra Del Fuego,5.768082036032884
479,2018,1,Tucumán,9.355631684806106
480,2017,4,Buenos Aires,12.9720825438982
481,2017,4,Capital Federal,15.20221886916041
482,2017,4,Catamarca,7.78415435139573
483,2017,4,Chaco,11.702868121959403
484,2017,4,Chubut,5.408238076890145
485,2017,4,Córdoba,11.63658470115664
486,2017,4,Corrientes,10.384400430891967
487,2017,4,Entre Ríos,9.295960619999066
488,2017,4,Formosa,10.114170463766307
489,2017,4,Jujuy,6.638821273566491
490,2017,4,La Pampa,3.9758194449815036
491,2017,4,La Rioja,5.877588849506658
492,2017,4,Mendoza,5.71002586675844
493,2017,4,Misiones,11.324123723249613
494,2017,4,Neuquén,10.719151524540269
495,2017,4,Río Negro,8.045522324672751
496,2017,4,Salta,8.451742767775633
497,2017,4,San Juan,5.832260073010133
498,2017,4,San Luis,5.732208801354054
499,2017,4,Santa Cruz,5.206584828874508
500,2017,4,Santa Fe,10.297494601847182
501,2017,4,Santiago Del Estero,6.165600214985038
502,2017,4,Tierra Del Fuego,5.203225704536838
503,2017,4,Tucumán,9.106021307187058
504,2017,3,Buenos Aires,8.425706211853651
505,2017,3,Capital Federal,10.635720274073307
506,2017,3,Catamarca,5.260018066713561
507,2017,3,Chaco,8.484871287555498
508,2017,3,Chubut,3.4783469156690874
509,2017,3,Córdoba,9.115572873049981
510,2017,3,Corrientes,7.447416428085263
511,2017,3,Entre Ríos,6.993400639349653
512,2017,3,Formosa,7.06882153411281
513,2017,3,Jujuy,4.689006725369201
514,2017,3,La Pampa,3.4381011143320657
515,2017,3,La Rioja,5.010090208766659
516,2017,3,Mendoza,3.512962661663036
517,2017,3,Misiones,8.430383025286991
518,2017,3,Neuquén,8.16517738570226
519,2017,3,Río Negro,5.487278804673885
520,2017,3,Salta,6.133146206896552
521,2017,3,San Juan,3.4497842064911834
522,2017,3,San Luis,3.50338739319684
523,2017,3,Santa Cruz,3.610470505758638
524,2017,3,Santa Fe,7.792215148399743
525,2017,3,Santiago Del Estero,5.178558078335373
526,2017,3,Tierra Del Fuego,3.475358271865121
527,2017,3,Tucumán,6.3851768015553985
528,2017,2,Buenos Aires,7.198747751887984
529,2017,2,Capital Federal,8.843219830788254
530,2017,2,Catamarca,5.102182825899711
531,2017,2,Chaco,7.689213433544128
532,2017,2,Chubut,3.44726909222351
533,2017,2,Córdoba,7.421321799076774
534,2017,2,Corrientes,6.7915804826070545
535,2017,2,Entre Ríos,6.287810106292773
536,2017,2,Formosa,6.1786533146404965
537,2017,2,Jujuy,4.541861878194008
538,2017,2,La Pampa,3.3182593614961053
539,2017,2,La Rioja,5.53385510805501
540,2017,2,Mendoza,3.507255863215121
541,2017,2,Misiones,7.604338490520663
542,2017,2,Neuquén,6.700610698446883
543,2017,2,Río Negro,4.741350857381452
544,2017,2,Salta,5.756213134839845
545,2017,2,San Juan,3.4920338095238095
546,2017,2,San Luis,3.502824149975052
547,2017,2,Santa Cruz,3.60311348968991
548,2017,2,Santa Fe,6.838749250446204
549,2017,2,Santiago Del Estero,5.05794740805446
550,2017,2,Tierra Del Fuego,3.476761467376085
551,2017,2,Tucumán,6.093280445624717
552,2017,1,Buenos Aires,6.678482577091709
553,2017,1,Capital Federal,8.348147316695423
554,2017,1,Catamarca,4.973784837545127
555,2017,1,Chaco,7.307905398272823
556,2017,1,Chubut,3.4433862008733622
557,2017,1,Córdoba,6.799477637369997
558,2017,1,Corrientes,6.43297127701597
559,2017,1,Entre Ríos,5.9514745757075245
560,2017,1,Formosa,5.742388931901572
561,2017,1,Jujuy,4.393861259634748
562,2017,1,La Pampa,3.2208135842183347
563,2017,1,La Rioja,5.427180473372781
564,2017,1,Mendoza,3.5072942051440963
565,2017,1,Misiones,7.341041988916319
566,2017,1,Neuquén,6.0348361444213925
567,2017,1,Río Negro,4.449448877971685
568,2017,1,Salta,5.335371217821875
569,2017,1,San Juan,3.492435161246428
570,2017,1,San Luis,3.502824149975052
571,2017,1,Santa Cruz,3.591930075636318
572,2017,1,Santa Fe,6.284036486892411
573,2017,1,Santiago Del Estero,4.948965833284994
574,2017,1,Tierra Del Fuego,3.476761467376085
575,2017,1,Tucumán,5.8755073256955805
576,2016,4,Buenos Aires,6.3515464502603125
577,2016,4,Capital Federal,7.957596242752894
578,2016,4,Catamarca,4.885711305119858
579,2016,4,Chaco,7.077531005919823
580,2016,4,Chubut,3.4071912914448172
581,2016,4,Córdoba,6.4667403639056085
582,2016,4,Corrientes,6.236245604077509
583,2016,4,Entre Ríos,5.807350829127614
584,2016,4,Formosa,5.630674164916322
585,2016,4,Jujuy,4.323962745742035
586,2016,4,La Pampa,3.1895597297497957
587,2016,4,La Rioja,5.3437624272142195
588,2016,4,Mendoza,3.5066034697453756
589,2016,4,Misiones,7.1094758091013635
590,2016,4,Neuquén,5.678446306542373
591,2016,4,Río Negro,4.369930463165329
592,2016,4,Salta,5.220883577846971
593,2016,4,San Juan,3.491135554044867
594,2016,4,San Luis,3.502824149975052
595,2016,4,Santa Cruz,3.5639164089588604
596,2016,4,Santa Fe,6.0402333289406664
597,2016,4,Santiago Del Estero,4.866794431448622
598,2016,4,Tierra Del Fuego,3.476761467376085
599,2016,4,Tucumán,5.7277669342021085
600,2016,3,Buenos Aires,5.914918008163684
601,2016,3,Capital Federal,7.380172699207805
602,2016,3,Catamarca,4.725241179958494
603,2016,3,Chaco,6.718220363245951
604,2016,3,Chubut,3.3438663279846357
605,2016,3,Córdoba,6.068526923518407
606,2016,3,Corrientes,5.958192561066714
607,2016,3,Entre Ríos,5.586427488329489
608,2016,3,Formosa,5.4161310069990956
609,2016,3,Jujuy,4.215291130909006
610,2016,3,La Pampa,3.1449984261882276
611,2016,3,La Rioja,5.076731739002066
612,2016,3,Mendoza,3.50729080145311
613,2016,3,Misiones,6.741222269842242
614,2016,3,Neuquén,5.292166864731292
615,2016,3,Río Negro,4.162924282482748
616,2016,3,Salta,5.052874436550483
617,2016,3,San Juan,3.4890674462877342
618,2016,3,San Luis,3.5030237740401673
619,2016,3,Santa Cruz,3.53583356483625
620,2016,3,Santa Fe,5.6772637615647845
621,2016,3,Santiago Del Estero,4.670123087013555
622,2016,3,Tierra Del Fuego,3.4765453774624797
623,2016,3,Tucumán,5.544683260191403
624,2016,2,Buenos Aires,5.415144367004824
625,2016,2,Capital Federal,6.576218932459292
626,2016,2,Catamarca,4.3648359645166135
627,2016,2,Chaco,6.297357510958081
628,2016,2,Chubut,3.335973498985547
629,2016,2,Córdoba,5.516912823002807
630,2016,2,Corrientes,5.601822569524247
631,2016,2,Entre Ríos,5.1311427833012475
632,2016,2,Formosa,5.104132195866278
633,2016,2,Jujuy,3.843353043958065
634,2016,2,La Pampa,3.146067806525381
635,2016,2,La Rioja,4.773843067001075
636,2016,2,Mendoza,3.500168567871608
637,2016,2,Misiones,6.233660566754793
638,2016,2,Neuquén,4.86640695565863
639,2016,2,Río Negro,3.976616411905147
640,2016,2,Salta,4.749378935322928
641,2016,2,San Juan,3.4883718294284334
642,2016,2,San Luis,3.501983369175627
643,2016,2,Santa Cruz,3.5021150276004565
644,2016,2,Santa Fe,5.1385985309185065
645,2016,2,Santiago Del Estero,4.309815179590645
646,2016,2,Tierra Del Fuego,3.478692463211772
647,2016,2,Tucumán,5.200979761760874
648,2016,1,Buenos Aires,4.9921684374839135
649,2016,1,Capital Federal,6.047403702811701
650,2016,1,Catamarca,4.203588449295134
651,2016,1,Chaco,5.991472683208309
652,2016,1,Chubut,3.3796639330714164
653,2016,1,Córdoba,5.156801617049669
654,2016,1,Corrientes,5.37127911707625
655,2016,1,Entre Ríos,5.084574905605243
656,2016,1,Formosa,4.872333380420963
657,2016,1,Jujuy,3.7712213425983374
658,2016,1,La Pampa,3.0476420362792593
659,2016,1,La Rioja,4.616973938050446
660,2016,1,Mendoza,3.5028689229788785
661,2016,1,Misiones,6.000968717380309
662,2016,1,Neuquén,4.420493149015266
663,2016,1,Río Negro,3.826659196828916
664,2016,1,Salta,4.741858784571524
665,2016,1,San Juan,3.485523490760477
666,2016,1,San Luis,3.5029004392386534
667,2016,1,Santa Cruz,3.48315808971074
668,2016,1,Santa Fe,4.898136028952046
